Textbox6,KOD_NAZWA_KRAJ,ROK3,KOD_NAZWA_KRAJ3,WARTOŚĆ3
Kraje,ID - Indonezja,2020,Wartość importu towarów według krajów pochodzenia,"3 402 344,2"
Kraje,ID - Indonezja,2021,Wartość importu towarów według krajów pochodzenia,"4 860 411,5"
Kraje,ID - Indonezja,2022,Wartość importu towarów według krajów pochodzenia,"8 813 911,8"
Kraje,ID - Indonezja,2010,Wartość importu towarów według krajów wysyłki,"788 633,1"
Kraje,ID - Indonezja,2011,Wartość importu towarów według krajów wysyłki,"952 038,8"
Kraje,ID - Indonezja,2012,Wartość importu towarów według krajów wysyłki,"991 297,8"
Kraje,ID - Indonezja,2013,Wartość importu towarów według krajów wysyłki,"1 031 781,3"
Kraje,ID - Indonezja,2014,Wartość importu towarów według krajów wysyłki,"1 149 301,7"
Kraje,ID - Indonezja,2015,Wartość importu towarów według krajów wysyłki,"1 163 005,2"
Kraje,ID - Indonezja,2016,Wartość importu towarów według krajów wysyłki,"1 076 298,6"
Kraje,ID - Indonezja,2017,Wartość importu towarów według krajów wysyłki,"1 170 798,9"
Kraje,ID - Indonezja,2018,Wartość importu towarów według krajów wysyłki,"1 410 341,5"
Kraje,ID - Indonezja,2019,Wartość importu towarów według krajów wysyłki,"1 659 359,1"
Kraje,ID - Indonezja,2020,Wartość importu towarów według krajów wysyłki,"1 735 666,4"
Kraje,ID - Indonezja,2021,Wartość importu towarów według krajów wysyłki,"2 143 895,1"
Kraje,ID - Indonezja,2022,Wartość importu towarów według krajów wysyłki,"5 777 780,3"
Kraje,ID - Indonezja,2010,Wartość usług nabytych,"12 667,8"
Kraje,ID - Indonezja,2011,Wartość usług nabytych,"10 655,1"
Kraje,ID - Indonezja,2012,Wartość usług nabytych,"12 404,2"
Kraje,ID - Indonezja,2013,Wartość usług nabytych,"9 661,1"
Kraje,ID - Indonezja,2014,Wartość usług nabytych,"20 731,6"
Kraje,ID - Indonezja,2015,Wartość usług nabytych,"30 104,6"
Kraje,ID - Indonezja,2016,Wartość usług nabytych,"41 905,3"
Kraje,ID - Indonezja,2017,Wartość usług nabytych,"58 467,2"
Kraje,ID - Indonezja,2018,Wartość usług nabytych,"58 348,5"
Kraje,ID - Indonezja,2019,Wartość usług nabytych,"76 619,7"
Kraje,ID - Indonezja,2020,Wartość usług nabytych,"39 702,4"
Kraje,ID - Indonezja,2021,Wartość usług nabytych,"52 643,1"
Kraje,ID - Indonezja,2022,Wartość usług nabytych,.
Kraje,IE - Irlandia,2010,Wartość importu towarów według krajów pochodzenia,"3 360 258,7"
Kraje,IE - Irlandia,2011,Wartość importu towarów według krajów pochodzenia,"3 175 007,3"
Kraje,IE - Irlandia,2012,Wartość importu towarów według krajów pochodzenia,"3 767 312,7"
Kraje,IE - Irlandia,2013,Wartość importu towarów według krajów pochodzenia,"4 234 934,0"
Kraje,IE - Irlandia,2014,Wartość importu towarów według krajów pochodzenia,"4 932 210,1"
Kraje,IE - Irlandia,2015,Wartość importu towarów według krajów pochodzenia,"6 139 671,4"
Kraje,IE - Irlandia,2016,Wartość importu towarów według krajów pochodzenia,"6 569 955,8"
Kraje,IE - Irlandia,2017,Wartość importu towarów według krajów pochodzenia,"6 317 632,1"
Kraje,IE - Irlandia,2018,Wartość importu towarów według krajów pochodzenia,"6 065 976,6"
Kraje,IE - Irlandia,2019,Wartość importu towarów według krajów pochodzenia,"6 180 109,1"
Kraje,IE - Irlandia,2020,Wartość importu towarów według krajów pochodzenia,"5 753 830,3"
Kraje,IE - Irlandia,2021,Wartość importu towarów według krajów pochodzenia,"6 893 016,8"
Kraje,IE - Irlandia,2022,Wartość importu towarów według krajów pochodzenia,"8 152 393,8"
Kraje,IE - Irlandia,2010,Wartość importu towarów według krajów wysyłki,"3 071 797,1"
Kraje,IE - Irlandia,2011,Wartość importu towarów według krajów wysyłki,"3 000 478,4"
Kraje,IE - Irlandia,2012,Wartość importu towarów według krajów wysyłki,"3 444 038,4"
Kraje,IE - Irlandia,2013,Wartość importu towarów według krajów wysyłki,"3 901 625,0"
Kraje,IE - Irlandia,2014,Wartość importu towarów według krajów wysyłki,"4 565 022,1"
Kraje,IE - Irlandia,2015,Wartość importu towarów według krajów wysyłki,"5 404 600,4"
Kraje,IE - Irlandia,2016,Wartość importu towarów według krajów wysyłki,"5 632 538,3"
Kraje,IE - Irlandia,2017,Wartość importu towarów według krajów wysyłki,"6 351 742,5"
Kraje,IE - Irlandia,2018,Wartość importu towarów według krajów wysyłki,"6 010 811,4"
Kraje,IE - Irlandia,2019,Wartość importu towarów według krajów wysyłki,"6 089 178,8"
Kraje,IE - Irlandia,2020,Wartość importu towarów według krajów wysyłki,"6 897 665,8"
Kraje,IE - Irlandia,2021,Wartość importu towarów według krajów wysyłki,"7 347 652,1"
Kraje,IE - Irlandia,2022,Wartość importu towarów według krajów wysyłki,"8 374 979,7"
Kraje,IE - Irlandia,2010,Wartość usług nabytych,"1 770 563,9"
Kraje,IE - Irlandia,2011,Wartość usług nabytych,"2 218 993,7"
Kraje,IE - Irlandia,2012,Wartość usług nabytych,"2 576 662,0"
Kraje,IE - Irlandia,2013,Wartość usług nabytych,"2 560 524,5"
Kraje,IE - Irlandia,2014,Wartość usług nabytych,"3 258 454,9"
Kraje,IE - Irlandia,2015,Wartość usług nabytych,"3 714 632,0"
Kraje,IE - Irlandia,2016,Wartość usług nabytych,"4 580 010,0"
Kraje,IE - Irlandia,2017,Wartość usług nabytych,"6 200 339,3"
Kraje,IE - Irlandia,2018,Wartość usług nabytych,"7 503 308,7"
Kraje,IE - Irlandia,2019,Wartość usług nabytych,"8 514 021,8"
Kraje,IE - Irlandia,2020,Wartość usług nabytych,"9 637 621,7"
Kraje,IE - Irlandia,2021,Wartość usług nabytych,"12 720 496,6"
Kraje,IE - Irlandia,2022,Wartość usług nabytych,.
Kraje,IN - Indie,2010,Wartość importu towarów według krajów pochodzenia,"2 986 228,0"
Kraje,IN - Indie,2011,Wartość importu towarów według krajów pochodzenia,"3 961 407,3"
Kraje,IN - Indie,2012,Wartość importu towarów według krajów pochodzenia,"4 067 772,1"
Kraje,IN - Indie,2013,Wartość importu towarów według krajów pochodzenia,"4 610 340,8"
Kraje,IN - Indie,2014,Wartość importu towarów według krajów pochodzenia,"5 363 395,7"
Kraje,IN - Indie,2015,Wartość importu towarów według krajów pochodzenia,"6 575 787,5"
Kraje,IN - Indie,2016,Wartość importu towarów według krajów pochodzenia,"8 234 061,3"
Kraje,IN - Indie,2017,Wartość importu towarów według krajów pochodzenia,"9 278 746,4"
Kraje,IN - Indie,2018,Wartość importu towarów według krajów pochodzenia,"7 670 059,1"
Kraje,IN - Indie,2019,Wartość importu towarów według krajów pochodzenia,"8 164 657,5"
Kraje,IN - Indie,2020,Wartość importu towarów według krajów pochodzenia,"8 257 371,9"
Kraje,IN - Indie,2021,Wartość importu towarów według krajów pochodzenia,"12 389 888,2"
Kraje,IN - Indie,2022,Wartość importu towarów według krajów pochodzenia,"18 330 607,8"
Kraje,IN - Indie,2010,Wartość importu towarów według krajów wysyłki,"2 006 233,9"
Kraje,IN - Indie,2011,Wartość importu towarów według krajów wysyłki,"2 618 767,7"
Kraje,IN - Indie,2012,Wartość importu towarów według krajów wysyłki,"2 728 396,6"
Kraje,IN - Indie,2013,Wartość importu towarów według krajów wysyłki,"3 125 706,6"
Kraje,IN - Indie,2014,Wartość importu towarów według krajów wysyłki,"3 880 681,8"
Kraje,IN - Indie,2015,Wartość importu towarów według krajów wysyłki,"4 775 452,5"
Kraje,IN - Indie,2016,Wartość importu towarów według krajów wysyłki,"5 713 223,1"
Kraje,IN - Indie,2017,Wartość importu towarów według krajów wysyłki,"6 634 150,2"
Kraje,IN - Indie,2018,Wartość importu towarów według krajów wysyłki,"5 537 325,0"
Kraje,IN - Indie,2019,Wartość importu towarów według krajów wysyłki,"6 664 400,5"
Kraje,IN - Indie,2020,Wartość importu towarów według krajów wysyłki,"6 001 902,9"
Kraje,IN - Indie,2021,Wartość importu towarów według krajów wysyłki,"9 668 696,2"
Kraje,IN - Indie,2022,Wartość importu towarów według krajów wysyłki,"13 078 964,7"
Kraje,IN - Indie,2010,Wartość usług nabytych,"127 518,1"
Kraje,IN - Indie,2011,Wartość usług nabytych,"147 705,6"
Kraje,IN - Indie,2012,Wartość usług nabytych,"175 697,1"
Kraje,IN - Indie,2013,Wartość usług nabytych,"198 891,4"
Kraje,IN - Indie,2014,Wartość usług nabytych,"220 228,7"
Kraje,IN - Indie,2015,Wartość usług nabytych,"255 668,8"
Kraje,IN - Indie,2016,Wartość usług nabytych,"319 238,9"
Kraje,IN - Indie,2017,Wartość usług nabytych,"344 398,3"
Kraje,IN - Indie,2018,Wartość usług nabytych,"310 177,7"
Kraje,IN - Indie,2019,Wartość usług nabytych,"348 742,3"
Kraje,IN - Indie,2020,Wartość usług nabytych,"379 642,7"
Kraje,IN - Indie,2021,Wartość usług nabytych,"499 287,8"
Kraje,IN - Indie,2022,Wartość usług nabytych,.
Kraje,IQ - Irak,2010,Wartość importu towarów według krajów pochodzenia,"17,5"
Kraje,IQ - Irak,2011,Wartość importu towarów według krajów pochodzenia,"21,6"
Kraje,IQ - Irak,2012,Wartość importu towarów według krajów pochodzenia,"260 187,8"
Kraje,IQ - Irak,2013,Wartość importu towarów według krajów pochodzenia,"237,3"
Kraje,IQ - Irak,2014,Wartość importu towarów według krajów pochodzenia,"261,7"
Kraje,IQ - Irak,2015,Wartość importu towarów według krajów pochodzenia,"2 549 510,0"
Kraje,IQ - Irak,2016,Wartość importu towarów według krajów pochodzenia,"1 596 536,2"
Kraje,IQ - Irak,2017,Wartość importu towarów według krajów pochodzenia,"1 572 957,8"
Kraje,IQ - Irak,2018,Wartość importu towarów według krajów pochodzenia,"811 165,7"
Kraje,IQ - Irak,2019,Wartość importu towarów według krajów pochodzenia,"110,7"
Kraje,IQ - Irak,2020,Wartość importu towarów według krajów pochodzenia,"20,0"
Kraje,IQ - Irak,2021,Wartość importu towarów według krajów pochodzenia,"308 877,8"
Kraje,IQ - Irak,2022,Wartość importu towarów według krajów pochodzenia,"288,2"
Kraje,IQ - Irak,2010,Wartość importu towarów według krajów wysyłki,"164,5"
Kraje,IQ - Irak,2011,Wartość importu towarów według krajów wysyłki,"55,7"
Kraje,IQ - Irak,2012,Wartość importu towarów według krajów wysyłki,"260 246,8"
Kraje,IQ - Irak,2013,Wartość importu towarów według krajów wysyłki,"773,1"
Kraje,IQ - Irak,2014,Wartość importu towarów według krajów wysyłki,"1 469,7"
Kraje,IQ - Irak,2015,Wartość importu towarów według krajów wysyłki,"94,4"
Kraje,IQ - Irak,2016,Wartość importu towarów według krajów wysyłki,"904,9"
Kraje,IQ - Irak,2017,Wartość importu towarów według krajów wysyłki,"772,7"
Kraje,IQ - Irak,2018,Wartość importu towarów według krajów wysyłki,"364,2"
Kraje,IQ - Irak,2019,Wartość importu towarów według krajów wysyłki,"231,2"
Kraje,IQ - Irak,2020,Wartość importu towarów według krajów wysyłki,"303,5"
Kraje,IQ - Irak,2021,Wartość importu towarów według krajów wysyłki,"6 788,2"
Kraje,IQ - Irak,2022,Wartość importu towarów według krajów wysyłki,"13 462,9"
Kraje,IQ - Irak,2010,Wartość usług nabytych,.
Kraje,IQ - Irak,2011,Wartość usług nabytych,.
Kraje,IQ - Irak,2012,Wartość usług nabytych,"2 733,1"
Kraje,IQ - Irak,2013,Wartość usług nabytych,.
Kraje,IQ - Irak,2014,Wartość usług nabytych,"32 886,0"
Kraje,IQ - Irak,2015,Wartość usług nabytych,.
Kraje,IQ - Irak,2016,Wartość usług nabytych,.
Kraje,IQ - Irak,2017,Wartość usług nabytych,.
Kraje,IQ - Irak,2018,Wartość usług nabytych,.
Kraje,IQ - Irak,2019,Wartość usług nabytych,"6 500,0"
Kraje,IQ - Irak,2020,Wartość usług nabytych,"14 205,7"
Kraje,IQ - Irak,2021,Wartość usług nabytych,"25 680,0"
Kraje,IQ - Irak,2022,Wartość usług nabytych,.
Kraje,IR - Iran,2010,Wartość importu towarów według krajów pochodzenia,"205 915,8"
Kraje,IR - Iran,2011,Wartość importu towarów według krajów pochodzenia,"400 160,4"
Kraje,IR - Iran,2012,Wartość importu towarów według krajów pochodzenia,"96 814,9"
Kraje,IR - Iran,2013,Wartość importu towarów według krajów pochodzenia,"92 913,6"
Kraje,IR - Iran,2014,Wartość importu towarów według krajów pochodzenia,"93 762,6"
Kraje,IR - Iran,2015,Wartość importu towarów według krajów pochodzenia,"123 302,3"
Kraje,IR - Iran,2016,Wartość importu towarów według krajów pochodzenia,"561 673,3"
Kraje,IR - Iran,2017,Wartość importu towarów według krajów pochodzenia,"359 556,2"
Kraje,IR - Iran,2018,Wartość importu towarów według krajów pochodzenia,"640 298,9"
Kraje,IR - Iran,2019,Wartość importu towarów według krajów pochodzenia,"93 000,1"
Kraje,IR - Iran,2020,Wartość importu towarów według krajów pochodzenia,"136 475,2"
Kraje,IR - Iran,2021,Wartość importu towarów według krajów pochodzenia,"206 690,0"
Kraje,IR - Iran,2022,Wartość importu towarów według krajów pochodzenia,"268 279,2"
Kraje,IR - Iran,2010,Wartość importu towarów według krajów wysyłki,"85 319,8"
Kraje,IR - Iran,2011,Wartość importu towarów według krajów wysyłki,"71 422,9"
Kraje,IR - Iran,2012,Wartość importu towarów według krajów wysyłki,"43 298,3"
Kraje,IR - Iran,2013,Wartość importu towarów według krajów wysyłki,"48 755,1"
Kraje,IR - Iran,2014,Wartość importu towarów według krajów wysyłki,"44 568,7"
Kraje,IR - Iran,2015,Wartość importu towarów według krajów wysyłki,"56 372,9"
Kraje,IR - Iran,2016,Wartość importu towarów według krajów wysyłki,"493 026,2"
Kraje,IR - Iran,2017,Wartość importu towarów według krajów wysyłki,"307 930,1"
Kraje,IR - Iran,2018,Wartość importu towarów według krajów wysyłki,"563 760,5"
Kraje,IR - Iran,2019,Wartość importu towarów według krajów wysyłki,"48 496,4"
Kraje,IR - Iran,2020,Wartość importu towarów według krajów wysyłki,"42 290,4"
Kraje,IR - Iran,2021,Wartość importu towarów według krajów wysyłki,"75 212,9"
Kraje,IR - Iran,2022,Wartość importu towarów według krajów wysyłki,"118 225,9"
Kraje,IR - Iran,2010,Wartość usług nabytych,"27 925,7"
Kraje,IR - Iran,2011,Wartość usług nabytych,"18 297,3"
Kraje,IR - Iran,2012,Wartość usług nabytych,"14 352,8"
Kraje,IR - Iran,2013,Wartość usług nabytych,"16 734,4"
Kraje,IR - Iran,2014,Wartość usług nabytych,"12 414,8"
Kraje,IR - Iran,2015,Wartość usług nabytych,"22 447,5"
Kraje,IR - Iran,2016,Wartość usług nabytych,"19 260,7"
Kraje,IR - Iran,2017,Wartość usług nabytych,"24 236,1"
Kraje,IR - Iran,2018,Wartość usług nabytych,"19 123,0"
Kraje,IR - Iran,2019,Wartość usług nabytych,"17 930,7"
Kraje,IR - Iran,2020,Wartość usług nabytych,"13 889,0"
Kraje,IR - Iran,2021,Wartość usług nabytych,"25 075,8"
Kraje,IR - Iran,2022,Wartość usług nabytych,.
Kraje,JM - Jamajka,2010,Wartość importu towarów według krajów pochodzenia,"1 959,5"
Kraje,JM - Jamajka,2011,Wartość importu towarów według krajów pochodzenia,"2 786,4"
Kraje,JM - Jamajka,2012,Wartość importu towarów według krajów pochodzenia,"71 047,3"
Kraje,JM - Jamajka,2013,Wartość importu towarów według krajów pochodzenia,"2 291,4"
Kraje,JM - Jamajka,2014,Wartość importu towarów według krajów pochodzenia,"3 735,8"
Kraje,JM - Jamajka,2015,Wartość importu towarów według krajów pochodzenia,"2 240,1"
Kraje,JM - Jamajka,2016,Wartość importu towarów według krajów pochodzenia,"11 244,9"
Kraje,JM - Jamajka,2017,Wartość importu towarów według krajów pochodzenia,"5 904,3"
Kraje,JM - Jamajka,2018,Wartość importu towarów według krajów pochodzenia,"5 185,8"
Kraje,JM - Jamajka,2019,Wartość importu towarów według krajów pochodzenia,"1 073,8"
Kraje,JM - Jamajka,2020,Wartość importu towarów według krajów pochodzenia,"1 006,0"
Kraje,JM - Jamajka,2021,Wartość importu towarów według krajów pochodzenia,"4 372,0"
Kraje,JM - Jamajka,2022,Wartość importu towarów według krajów pochodzenia,"6 104,7"
Kraje,JM - Jamajka,2010,Wartość importu towarów według krajów wysyłki,"8,8"
Kraje,JM - Jamajka,2011,Wartość importu towarów według krajów wysyłki,"3,9"
Kraje,JM - Jamajka,2012,Wartość importu towarów według krajów wysyłki,"68 715,1"
Kraje,JM - Jamajka,2013,Wartość importu towarów według krajów wysyłki,"9,6"
Kraje,JM - Jamajka,2014,Wartość importu towarów według krajów wysyłki,"629,7"
Kraje,JM - Jamajka,2015,Wartość importu towarów według krajów wysyłki,"294,4"
Kraje,JM - Jamajka,2016,Wartość importu towarów według krajów wysyłki,"2,9"
Kraje,JM - Jamajka,2017,Wartość importu towarów według krajów wysyłki,"670,0"
Kraje,JM - Jamajka,2018,Wartość importu towarów według krajów wysyłki,"654,7"
Kraje,JM - Jamajka,2019,Wartość importu towarów według krajów wysyłki,"92,7"
Kraje,JM - Jamajka,2020,Wartość importu towarów według krajów wysyłki,"14,7"
Kraje,JM - Jamajka,2021,Wartość importu towarów według krajów wysyłki,"129,1"
Kraje,JM - Jamajka,2022,Wartość importu towarów według krajów wysyłki,"80,8"
Kraje,JM - Jamajka,2010,Wartość usług nabytych,"632,5"
Kraje,JM - Jamajka,2011,Wartość usług nabytych,"499,3"
Kraje,JM - Jamajka,2012,Wartość usług nabytych,"857,9"
Kraje,JM - Jamajka,2013,Wartość usług nabytych,"491,7"
Kraje,JM - Jamajka,2014,Wartość usług nabytych,"383,1"
Kraje,JM - Jamajka,2015,Wartość usług nabytych,"562,8"
Kraje,JM - Jamajka,2016,Wartość usług nabytych,"7 666,7"
Kraje,JM - Jamajka,2017,Wartość usług nabytych,"4 622,2"
Kraje,JM - Jamajka,2018,Wartość usług nabytych,"4 871,7"
Kraje,JM - Jamajka,2019,Wartość usług nabytych,"6 298,5"
Kraje,JM - Jamajka,2020,Wartość usług nabytych,"3 394,8"
Kraje,JM - Jamajka,2021,Wartość usług nabytych,"345,4"
Kraje,JM - Jamajka,2022,Wartość usług nabytych,.
Kraje,JP - Japonia,2010,Wartość importu towarów według krajów pochodzenia,"10 907 549,0"
Kraje,JP - Japonia,2011,Wartość importu towarów według krajów pochodzenia,"10 905 296,5"
Kraje,JP - Japonia,2012,Wartość importu towarów według krajów pochodzenia,"9 340 633,2"
Kraje,JP - Japonia,2013,Wartość importu towarów według krajów pochodzenia,"8 998 249,3"
Kraje,JP - Japonia,2014,Wartość importu towarów według krajów pochodzenia,"10 216 053,4"
Kraje,JP - Japonia,2015,Wartość importu towarów według krajów pochodzenia,"10 045 932,0"
Kraje,JP - Japonia,2016,Wartość importu towarów według krajów pochodzenia,"11 606 021,3"
Kraje,JP - Japonia,2017,Wartość importu towarów według krajów pochodzenia,"14 375 817,1"
Kraje,JP - Japonia,2018,Wartość importu towarów według krajów pochodzenia,"15 398 236,2"
Kraje,JP - Japonia,2019,Wartość importu towarów według krajów pochodzenia,"19 326 936,2"
Kraje,JP - Japonia,2020,Wartość importu towarów według krajów pochodzenia,"18 794 720,5"
Kraje,JP - Japonia,2021,Wartość importu towarów według krajów pochodzenia,"20 453 909,6"
Kraje,JP - Japonia,2022,Wartość importu towarów według krajów pochodzenia,"24 941 480,1"
Kraje,JP - Japonia,2010,Wartość importu towarów według krajów wysyłki,"3 740 192,9"
Kraje,JP - Japonia,2011,Wartość importu towarów według krajów wysyłki,"4 177 077,2"
Kraje,JP - Japonia,2012,Wartość importu towarów według krajów wysyłki,"3 765 569,8"
Kraje,JP - Japonia,2013,Wartość importu towarów według krajów wysyłki,"4 046 371,8"
Kraje,JP - Japonia,2014,Wartość importu towarów według krajów wysyłki,"4 580 834,0"
Kraje,JP - Japonia,2015,Wartość importu towarów według krajów wysyłki,"5 049 947,0"
Kraje,JP - Japonia,2016,Wartość importu towarów według krajów wysyłki,"5 035 045,3"
Kraje,JP - Japonia,2017,Wartość importu towarów według krajów wysyłki,"5 263 091,6"
Kraje,JP - Japonia,2018,Wartość importu towarów według krajów wysyłki,"5 562 441,8"
Kraje,JP - Japonia,2019,Wartość importu towarów według krajów wysyłki,"7 881 316,5"
Kraje,JP - Japonia,2020,Wartość importu towarów według krajów wysyłki,"8 175 143,8"
Kraje,JP - Japonia,2021,Wartość importu towarów według krajów wysyłki,"9 292 223,8"
Kraje,JP - Japonia,2022,Wartość importu towarów według krajów wysyłki,"11 624 576,4"
Kraje,JP - Japonia,2010,Wartość usług nabytych,"774 573,7"
Kraje,JP - Japonia,2011,Wartość usług nabytych,"751 506,8"
Kraje,JP - Japonia,2012,Wartość usług nabytych,"683 371,9"
Kraje,JP - Japonia,2013,Wartość usług nabytych,"662 663,7"
Kraje,JP - Japonia,2014,Wartość usług nabytych,"729 924,6"
Kraje,JP - Japonia,2015,Wartość usług nabytych,"652 918,6"
Kraje,JP - Japonia,2016,Wartość usług nabytych,"732 460,6"
Kraje,JP - Japonia,2017,Wartość usług nabytych,"837 122,9"
Kraje,JP - Japonia,2018,Wartość usług nabytych,"874 682,4"
Kraje,JP - Japonia,2019,Wartość usług nabytych,"982 450,8"
Kraje,JP - Japonia,2020,Wartość usług nabytych,"818 562,0"
Kraje,JP - Japonia,2021,Wartość usług nabytych,"1 073 788,5"
Kraje,JP - Japonia,2022,Wartość usług nabytych,.
Kraje,KP - Korea Północna,2010,Wartość importu towarów według krajów pochodzenia,"49 666,5"
Kraje,KP - Korea Północna,2011,Wartość importu towarów według krajów pochodzenia,"31 866,4"
Kraje,KP - Korea Północna,2012,Wartość importu towarów według krajów pochodzenia,"21 069,7"
Kraje,KP - Korea Północna,2013,Wartość importu towarów według krajów pochodzenia,"23 645,2"
Kraje,KP - Korea Północna,2014,Wartość importu towarów według krajów pochodzenia,"31 411,5"
Kraje,KP - Korea Północna,2015,Wartość importu towarów według krajów pochodzenia,"28 629,0"
Kraje,KP - Korea Północna,2016,Wartość importu towarów według krajów pochodzenia,"12 639,7"
Kraje,KP - Korea Północna,2017,Wartość importu towarów według krajów pochodzenia,"7 351,4"
Kraje,KP - Korea Północna,2018,Wartość importu towarów według krajów pochodzenia,"17 362,3"
Kraje,KP - Korea Północna,2019,Wartość importu towarów według krajów pochodzenia,"25 891,0"
Kraje,KP - Korea Północna,2020,Wartość importu towarów według krajów pochodzenia,"80 786,2"
Kraje,KP - Korea Północna,2021,Wartość importu towarów według krajów pochodzenia,"39 125,9"
Kraje,KP - Korea Północna,2022,Wartość importu towarów według krajów pochodzenia,"43 824,2"
Kraje,KP - Korea Północna,2010,Wartość importu towarów według krajów wysyłki,"368,0"
Kraje,KP - Korea Północna,2011,Wartość importu towarów według krajów wysyłki,"211,6"
Kraje,KP - Korea Północna,2012,Wartość importu towarów według krajów wysyłki,"9 041,6"
Kraje,KP - Korea Północna,2013,Wartość importu towarów według krajów wysyłki,"728,8"
Kraje,KP - Korea Północna,2014,Wartość importu towarów według krajów wysyłki,"615,2"
Kraje,KP - Korea Północna,2015,Wartość importu towarów według krajów wysyłki,"735,5"
Kraje,KP - Korea Północna,2016,Wartość importu towarów według krajów wysyłki,"12,4"
Kraje,KP - Korea Północna,2017,Wartość importu towarów według krajów wysyłki,"8,8"
Kraje,KP - Korea Północna,2018,Wartość importu towarów według krajów wysyłki,"4,2"
Kraje,KP - Korea Północna,2019,Wartość importu towarów według krajów wysyłki,"239,6"
Kraje,KP - Korea Północna,2020,Wartość importu towarów według krajów wysyłki,"60,4"
Kraje,KP - Korea Północna,2021,Wartość importu towarów według krajów wysyłki,"2 341,6"
Kraje,KP - Korea Północna,2022,Wartość importu towarów według krajów wysyłki,"664,9"
Kraje,KP - Korea Północna,2010,Wartość usług nabytych,"11 790,7"
Kraje,KP - Korea Północna,2011,Wartość usług nabytych,"15 262,8"
Kraje,KP - Korea Północna,2012,Wartość usług nabytych,"18 500,9"
Kraje,KP - Korea Północna,2013,Wartość usług nabytych,"20 567,3"
Kraje,KP - Korea Północna,2014,Wartość usług nabytych,"18 475,1"
Kraje,KP - Korea Północna,2015,Wartość usług nabytych,"18 207,8"
Kraje,KP - Korea Północna,2016,Wartość usług nabytych,"14 202,9"
Kraje,KP - Korea Północna,2017,Wartość usług nabytych,"5 038,7"
Kraje,KP - Korea Północna,2018,Wartość usług nabytych,"32 543,0"
Kraje,KP - Korea Północna,2019,Wartość usług nabytych,"4 859,8"
Kraje,KP - Korea Północna,2020,Wartość usług nabytych,"3 918,8"
Kraje,KP - Korea Północna,2021,Wartość usług nabytych,"4 481,3"
Kraje,KP - Korea Północna,2022,Wartość usług nabytych,.
Kraje,KR - Korea Południowa,2010,Wartość importu towarów według krajów pochodzenia,"14 744 623,1"
Kraje,KR - Korea Południowa,2011,Wartość importu towarów według krajów pochodzenia,"13 754 006,8"
Kraje,KR - Korea Południowa,2012,Wartość importu towarów według krajów pochodzenia,"14 661 702,9"
Kraje,KR - Korea Południowa,2013,Wartość importu towarów według krajów pochodzenia,"13 170 943,1"
Kraje,KR - Korea Południowa,2014,Wartość importu towarów według krajów pochodzenia,"13 742 676,7"
Kraje,KR - Korea Południowa,2015,Wartość importu towarów według krajów pochodzenia,"12 527 947,0"
Kraje,KR - Korea Południowa,2016,Wartość importu towarów według krajów pochodzenia,"13 338 852,1"
Kraje,KR - Korea Południowa,2017,Wartość importu towarów według krajów pochodzenia,"14 145 024,7"
Kraje,KR - Korea Południowa,2018,Wartość importu towarów według krajów pochodzenia,"17 600 920,0"
Kraje,KR - Korea Południowa,2019,Wartość importu towarów według krajów pochodzenia,"21 572 434,0"
Kraje,KR - Korea Południowa,2020,Wartość importu towarów według krajów pochodzenia,"24 282 013,2"
Kraje,KR - Korea Południowa,2021,Wartość importu towarów według krajów pochodzenia,"29 851 156,7"
Kraje,KR - Korea Południowa,2022,Wartość importu towarów według krajów pochodzenia,"40 652 239,1"
Kraje,KR - Korea Południowa,2010,Wartość importu towarów według krajów wysyłki,"11 101 343,8"
Kraje,KR - Korea Południowa,2011,Wartość importu towarów według krajów wysyłki,"9 693 666,6"
Kraje,KR - Korea Południowa,2012,Wartość importu towarów według krajów wysyłki,"11 047 161,4"
Kraje,KR - Korea Południowa,2013,Wartość importu towarów według krajów wysyłki,"10 143 308,2"
Kraje,KR - Korea Południowa,2014,Wartość importu towarów według krajów wysyłki,"10 711 101,9"
Kraje,KR - Korea Południowa,2015,Wartość importu towarów według krajów wysyłki,"10 266 499,4"
Kraje,KR - Korea Południowa,2016,Wartość importu towarów według krajów wysyłki,"10 292 983,9"
Kraje,KR - Korea Południowa,2017,Wartość importu towarów według krajów wysyłki,"11 040 321,6"
Kraje,KR - Korea Południowa,2018,Wartość importu towarów według krajów wysyłki,"13 442 456,7"
Kraje,KR - Korea Południowa,2019,Wartość importu towarów według krajów wysyłki,"16 182 673,1"
Kraje,KR - Korea Południowa,2020,Wartość importu towarów według krajów wysyłki,"19 192 108,6"
Kraje,KR - Korea Południowa,2021,Wartość importu towarów według krajów wysyłki,"24 144 942,4"
Kraje,KR - Korea Południowa,2022,Wartość importu towarów według krajów wysyłki,"32 870 140,9"
Kraje,KR - Korea Południowa,2010,Wartość usług nabytych,"228 571,9"
Kraje,KR - Korea Południowa,2011,Wartość usług nabytych,"213 460,3"
Kraje,KR - Korea Południowa,2012,Wartość usług nabytych,"311 733,1"
Kraje,KR - Korea Południowa,2013,Wartość usług nabytych,"251 616,8"
Kraje,KR - Korea Południowa,2014,Wartość usług nabytych,"294 342,2"
Kraje,KR - Korea Południowa,2015,Wartość usług nabytych,"318 429,2"
Kraje,KR - Korea Południowa,2016,Wartość usług nabytych,"292 939,3"
